CÃ³digo Provincia;CÃ³digo CantÃ³n;CÃ³digo Parroquia;Nombre de la Provincia;Nombre del CantÃ³n;Nombre de la Parroquia
10;04;56;IMBABURA;OTAVALO;SAN JUAN DE ILUMAN
11;04;56;LOJA ;CELICA;SABANILLA
01;05;56;AZUAY;PAUTE;GUARAINAG
02;05;56;BOLIVAR;SAN MIGUEL;SAN VICENTE
08;05;56;ESMERALDAS;SAN LORENZO;CONCEPCION
14;05;56; MORONA SANTIAGO;SANTIAGO;TAYUZA
09;06;56;GUAYAS;DAULE;LOS LOJAS (ENRIQUE BAQUERIZO MORENO)
11;06;56;LOJA ; ESPINDOLA;EL AIRO
13;06;56;MANABI; JIPIJAPA;MEMBRILLAL
06;07;56;CHIMBORAZO;GUANO;SAN ISIDRO DE PATULU
11;07;56;LOJA ; GONZANAMA;SACAPALCA
15;07;56; NAPO;QUIJOS;SUMACO
18;07;56;TUNGURAHUA;SAN PEDRO DE PELILEO;GARCIA MORENO (CHUMAQUI)
18;08;56;TUNGURAHUA;SANTIAGO DE PILLARO;SAN JOSE DE POALO
01;09;56;AZUAY; SIGSIG;SAN JOSE DE RARANGA
06;09;56;CHIMBORAZO; PENIPE;BILBAO (CAB.EN QUILLUYACU)
07;09;56;EL ORO;PASAJE;CAÑAQUEMADA 
11;09;56;LOJA ;PALTAS;ORIANGA
07;10;56;EL ORO;PIÑAS;SARACAY
11;11;56;LOJA ;SARAGURO;SAN PABLO DE TENTA
07;12;56;EL ORO;SANTA ROSA;VICTORIA
07;13;56;EL ORO;ZARUMA;MALVAS
09;20;56;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA
01;01;57;AZUAY;CUENCA;MOLLETURO
02;01;57;BOLIVAR; GUARANDA;SAN SIMON (YACOTO)
03;01;57; CAÑAR;AZOGUES;RIVERA
04;01;57;CARCHI; TULCAN;TUFIÑO
05;01;57; COTOPAXI;LATACUNGA;11 DE NOVIEMBRE (ILINCHISI)
06;01;57;CHIMBORAZO;RIOBAMBA;PUNGALA
09;01;57;GUAYAS; GUAYAQUIL;PUNA
10;01;57;IMBABURA; IBARRA;SAN ANTONIO
11;01;57;LOJA ; LOJA;SAN LUCAS
13;01;57;MANABI;PORTOVIEJO;CHIRIJOS
14;01;57; MORONA SANTIAGO;MORONA;SEVILLA DON BOSCO
15;01;57; NAPO;TENA;TALAG
16;01;57; PASTAZA;PASTAZA;POMONA
17;01;57;PICHINCHA;QUITO;CUMBAYA
18;01;57;TUNGURAHUA;AMBATO;JUAN BENIGNO VELA
21;01;57;SUCUMBIOS; LAGO AGRIO;JAMBELI
22;01;57; ORELLANA;ORELLANA;INES ARANGO (CAB. EN WESTERN)
23;01;57;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTA MARIA DEL TOACHI
06;02;57;CHIMBORAZO;ALAUSI;PUMALLACTA
08;02;57;ESMERALDAS;ELOY ALFARO;PAMPANAL DE BOLIVAR     
14;02;57; MORONA SANTIAGO; GUALAQUIZA;SAN MIGUEL DE CUYES
01;03;57;AZUAY;GUALACEO;SAN JUAN
03;03;57; CAÑAR;CAÑAR;JUNCAL
08;03;57;ESMERALDAS;MUISNE;SAN GREGORIO
10;03;57;IMBABURA;COTACACHI;6 DE JULIO DE CUELLAJE (CAB. EN CUELLAJE)
13;03;57;MANABI;CHONE;SAN ANTONIO
14;03;57; MORONA SANTIAGO;LIMON INDANZA;SANTA SUSANA DE CHIVIAZA (CAB. EN CHIVIAZA)
17;03;57;PICHINCHA; MEJIA;UYUMBICHO
22;03;57; ORELLANA; LA JOYA DE LOS SACHAS;TRES DE NOVIEMBRE
05;04;57; COTOPAXI; PUJILI;TINGO
10;04;57;IMBABURA;OTAVALO;SAN PABLO
11;04;57;LOJA ;CELICA;TNTE. MAXIMILIANO RODRIGUEZ LOAIZA 
08;05;57;ESMERALDAS;SAN LORENZO;MATAJE (CAB. EN SANTANDER)
14;05;57; MORONA SANTIAGO;SANTIAGO;SAN FRANCISCO DE CHINIMBIMI
13;06;57;MANABI; JIPIJAPA;PEDRO PABLO GOMEZ
06;07;57;CHIMBORAZO;GUANO;SAN JOSE DEL CHAZO
18;07;57;TUNGURAHUA;SAN PEDRO DE PELILEO;GUAMBALO (HUAMBALO)
18;08;57;TUNGURAHUA;SANTIAGO DE PILLARO;SAN MIGUELITO
11;09;57;LOJA ;PALTAS;SAN ANTONIO
11;11;57;LOJA ;SARAGURO;SAN SEBASTIAN DE YULUC
07;12;57;EL ORO;SANTA ROSA;BELLAMARIA
07;13;57;EL ORO;ZARUMA;MULUNCAY GRANDE
13;14;57;MANABI; SUCRE;SAN ISIDRO
01;01;58;AZUAY;CUENCA;NULTI
02;01;58;BOLIVAR; GUARANDA;SANTAFE (SANTA FE)
03;01;58; CAÑAR;AZOGUES;SAN MIGUEL
04;01;58;CARCHI; TULCAN;URBINA (TAYA)
05;01;58; COTOPAXI;LATACUNGA;POALO
06;01;58;CHIMBORAZO;RIOBAMBA;PUNIN
09;01;58;GUAYAS; GUAYAQUIL;TENGUEL
11;01;58;LOJA ; LOJA;SAN PEDRO DE VILCABAMBA
14;01;58; MORONA SANTIAGO;MORONA;SINAI
16;01;58; PASTAZA;PASTAZA;RIO CORRIENTES 
17;01;58;PICHINCHA;QUITO;CHAVEZPAMBA
18;01;58;TUNGURAHUA;AMBATO;MONTALVO
19;01;58; ZAMORA CHINCHIPE;ZAMORA;SAN CARLOS DE LAS MINAS
21;01;58;SUCUMBIOS; LAGO AGRIO;SANTA CECILIA
22;01;58; ORELLANA;ORELLANA;LA BELLEZA
06;02;58;CHIMBORAZO;ALAUSI;SEVILLA
08;02;58;ESMERALDAS;ELOY ALFARO;SAN FRANCISCO DE ONZOLE
14;02;58; MORONA SANTIAGO; GUALAQUIZA;EL IDEAL
01;03;58;AZUAY;GUALACEO;ZHIDMAD
03;03;58; CAÑAR;CAÑAR;SAN ANTONIO
08;03;58;ESMERALDAS;MUISNE;SAN JOSE DE CHAMANGA (CAB.EN CHAMANGA)
10;03;58;IMBABURA;COTACACHI;VACAS GALINDO (EL CHURO) (CAB.EN SAN MIGUEL ALTO)
14;03;58; MORONA SANTIAGO;LIMON INDANZA;YUNGANZA (CAB. EN EL ROSARIO)
22;03;58; ORELLANA; LA JOYA DE LOS SACHAS;UNION MILAGREÑA
05;04;58; COTOPAXI; PUJILI;ZUMBAHUA
10;04;58;IMBABURA;OTAVALO;SAN RAFAEL
08;05;58;ESMERALDAS;SAN LORENZO;SAN JAVIER DE CACHAVI (CAB. EN SAN JAVIER) 
13;06;58;MANABI; JIPIJAPA;PUERTO DE CAYO
06;07;58;CHIMBORAZO;GUANO;SANTA FE DE GALAN
18;07;58;TUNGURAHUA;SAN PEDRO DE PELILEO;SALASACA
11;09;58;LOJA ;PALTAS;CASANGA
11;11;58;LOJA ;SARAGURO;SELVA ALEGRE
07;13;58;EL ORO;ZARUMA;SINSAO
01;01;59;AZUAY;CUENCA;OCTAVIO CORDERO PALACIOS (SANTA ROSA) 
02;01;59;BOLIVAR; GUARANDA;SIMIATUG
04;01;59;CARCHI; TULCAN;EL CHICAL
05;01;59; COTOPAXI;LATACUNGA;SAN JUAN DE PASTOCALLE
06;01;59;CHIMBORAZO;RIOBAMBA;QUIMIAG
08;01;59;ESMERALDAS; ESMERALDAS;MAJUA
11;01;59;LOJA ; LOJA;SANTIAGO
16;01;59; PASTAZA;PASTAZA;RIO TIGRE
17;01;59;PICHINCHA;QUITO;CHECA (CHILPA) 
18;01;59;TUNGURAHUA;AMBATO;PASA
22;01;59; ORELLANA;ORELLANA;NUEVO PARAISO (CAB. EN UNIÃ“N CHIMBORAZO)
06;02;59;CHIMBORAZO;ALAUSI;SIBAMBE
08;02;59;ESMERALDAS;ELOY ALFARO;SANTO DOMINGO DE ONZOLE
19;02;59; ZAMORA CHINCHIPE; CHINCHIPE;SAN ANDRES
01;03;59;AZUAY;GUALACEO;LUIS CORDERO VEGA
10;04;59;IMBABURA;OTAVALO;SELVA ALEGRE (CAB.EN SAN MIGUEL DE PAMPLONA)
01;05;59;AZUAY;PAUTE;SAN CRISTOBAL (CARLOS ORDOÑEZ LAZO) 
08;05;59;ESMERALDAS;SAN LORENZO;SANTA RITA
06;07;59;CHIMBORAZO;GUANO;VALPARAISO
11;09;59;LOJA ;PALTAS;YAMANA
11;11;59;LOJA ;SARAGURO;URDANETA (PAQUISHAPA)
07;13;59;EL ORO;ZARUMA;SALVIAS
01;01;60;AZUAY;CUENCA;PACCHA
02;01;60;BOLIVAR; GUARANDA;SAN LUIS DE PAMBIL
03;01;60; CAÑAR;AZOGUES;TADAY
06;01;60;CHIMBORAZO;RIOBAMBA;SAN JUAN
11;01;60;LOJA ; LOJA;TAQUIL (MIGUEL RIOFRIO)
14;01;60; MORONA SANTIAGO;MORONA;ZUÑA (ZUÑAC)
17;01;60;PICHINCHA;QUITO;EL QUINCHE
18;01;60;TUNGURAHUA;AMBATO;PICAIGUA
22;01;60; ORELLANA;ORELLANA;SAN JOSE DE GUAYUSA
06;02;60;CHIMBORAZO;ALAUSI;TIXAN
08;02;60;ESMERALDAS;ELOY ALFARO;SELVA ALEGRE
01;03;60;AZUAY;GUALACEO;SIMON BOLIVAR (CAB. EN GAÑANZOL)
08;05;60;ESMERALDAS;SAN LORENZO;TAMBILLO
11;11;60;LOJA ;SARAGURO;SUMAYPAMBA
01;01;61;AZUAY;CUENCA;QUINGEO
04;01;61;CARCHI; TULCAN;SANTA MARTHA DE CUBA
05;01;61; COTOPAXI;LATACUNGA;TANICUCHI
06;01;61;CHIMBORAZO;RIOBAMBA;SAN LUIS
11;01;61;LOJA ; LOJA;VILCABAMBA  (VICTORIA)
16;01;61; PASTAZA;PASTAZA;SARAYACU
17;01;61;PICHINCHA;QUITO;GUALEA
18;01;61;TUNGURAHUA;AMBATO;PILAGÃœIN (PILAHÃœIN)
22;01;61; ORELLANA;ORELLANA;SAN LUIS DE ARMENIA
08;02;61;ESMERALDAS;ELOY ALFARO;TELEMBI
03;03;61; CAÑAR;CAÑAR;ZHUD
01;05;61;AZUAY;PAUTE;TOMEBAMBA
08;05;61;ESMERALDAS;SAN LORENZO;TULULBI (CAB. EN RICAURTE)
01;01;62;AZUAY;CUENCA;RICAURTE
05;01;62; COTOPAXI;LATACUNGA;TOACASO
11;01;62;LOJA ; LOJA;YANGANA (ARSENIO CASTILLO)
14;01;62; MORONA SANTIAGO;MORONA;CUCHAENTZA
16;01;62; PASTAZA;PASTAZA;SIMON BOLIVAR  (CAB. EN MUSHULLACTA)
17;01;62;PICHINCHA;QUITO;GUANGOPOLO
18;01;62;TUNGURAHUA;AMBATO;QUISAPINCHA (QUIZAPINCHA)
08;02;62;ESMERALDAS;ELOY ALFARO;COLON ELOY DEL MARIA
03;03;62; CAÑAR;CAÑAR;VENTURA
01;05;62;AZUAY;PAUTE;DUG DUG
08;05;62;ESMERALDAS;SAN LORENZO;URBINA
01;01;63;AZUAY;CUENCA;SAN JOAQUIN
08;01;63;ESMERALDAS; ESMERALDAS;SAN MATEO
11;01;63;LOJA ; LOJA;QUINARA
16;01;63; PASTAZA;PASTAZA;TARQUI
17;01;63;PICHINCHA;QUITO;GUAYLLABAMBA
18;01;63;TUNGURAHUA;AMBATO;SAN BARTOLOME DE PINLLOG
08;02;63;ESMERALDAS;ELOY ALFARO;SAN JOSE DE CAYAPAS
03;03;63; CAÑAR;CAÑAR;DUCUR
01;01;64;AZUAY;CUENCA;SANTA ANA
14;01;64; MORONA SANTIAGO;MORONA;RIO BLANCO
16;01;64; PASTAZA;PASTAZA;TENIENTE HUGO ORTIZ
17;01;64;PICHINCHA;QUITO;LA MERCED
18;01;64;TUNGURAHUA;AMBATO;SAN FERNANDO (PASA SAN FERNANDO)
08;02;64;ESMERALDAS;ELOY ALFARO;TIMBIRE  
01;01;65;AZUAY;CUENCA;SAYAUSI
08;01;65;ESMERALDAS; ESMERALDAS;TABIAZO
16;01;65; PASTAZA;PASTAZA;VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA)
17;01;65;PICHINCHA;QUITO;LLANO CHICO
18;01;65;TUNGURAHUA;AMBATO;SANTA ROSA
01;01;66;AZUAY;CUENCA;SIDCAY
08;01;66;ESMERALDAS; ESMERALDAS;TACHINA
16;01;66; PASTAZA;PASTAZA;EL TRIUNFO
17;01;66;PICHINCHA;QUITO;LLOA
18;01;66;TUNGURAHUA;AMBATO;TOTORAS
01;01;67;AZUAY;CUENCA;SININCAY
18;01;67;TUNGURAHUA;AMBATO;CUNCHIBAMBA
01;01;68;AZUAY;CUENCA;TARQUI
08;01;68;ESMERALDAS; ESMERALDAS;VUELTA LARGA
17;01;68;PICHINCHA;QUITO;NANEGAL
18;01;68;TUNGURAHUA;AMBATO;UNAMUNCHO
01;01;69;AZUAY;CUENCA;TURI
17;01;69;PICHINCHA;QUITO;NANEGALITO
01;01;70;AZUAY;CUENCA;VALLE
17;01;70;PICHINCHA;QUITO;NAYON
01;01;71;AZUAY;CUENCA;VICTORIA DEL PORTETE (IRQUIS)
17;01;71;PICHINCHA;QUITO;NONO
17;01;72;PICHINCHA;QUITO;PACTO
17;01;74;PICHINCHA;QUITO;PERUCHO
17;01;75;PICHINCHA;QUITO;PIFO
17;01;76;PICHINCHA;QUITO;PINTAG
17;01;77;PICHINCHA;QUITO;POMASQUI
17;01;78;PICHINCHA;QUITO;PUELLARO
17;01;79;PICHINCHA;QUITO;PUEMBO
17;01;80;PICHINCHA;QUITO;SAN ANTONIO
17;01;81;PICHINCHA;QUITO;SAN JOSE DE MINAS
17;01;83;PICHINCHA;QUITO;TABABELA
17;01;84;PICHINCHA;QUITO;TUMBACO
17;01;85;PICHINCHA;QUITO;YARUQUI
17;01;86;PICHINCHA;QUITO;ZAMBIZA
